rowid,annee,DEPARTEMENT,ecart_region,indicateur,valeur
1134,2016,MOSELLE,-9,moyenne_d_annee_de_construction,1966
1135,2017,MOSELLE,-6,moyenne_d_annee_de_construction,1971
1136,2018,MOSELLE,-6,moyenne_d_annee_de_construction,1971
1137,2016,LOT,1,moyenne_d_annee_de_construction,1986
1138,2016,CORSE DU SUD,-2,moyenne_d_annee_de_construction,1985
1139,2018,CORSE DU SUD,-1,moyenne_d_annee_de_construction,1986
1140,2016,SEINE SAINT DENIS,-1,moyenne_d_annee_de_construction,1975
1141,2018,SEINE SAINT DENIS,-2,moyenne_d_annee_de_construction,1976
1142,2017,SEINE SAINT DENIS,-2,moyenne_d_annee_de_construction,1975
1143,2016,HAUTE CORSE,1,moyenne_d_annee_de_construction,1988
1144,2018,HAUTE CORSE,0,moyenne_d_annee_de_construction,1987
1145,2016,GERS,-1.9,taux_de_pauvrete_de_la_population_en_pourcentage,15
1146,2018,GERS,-1.9,taux_de_pauvrete_de_la_population_en_pourcentage,15
1147,2017,GERS,-1.9,taux_de_pauvrete_de_la_population_en_pourcentage,15
1148,2016,LOT ET GARONNE,3.5,taux_de_pauvrete_de_la_population_en_pourcentage,17.2
1149,2018,LOT ET GARONNE,3.5,taux_de_pauvrete_de_la_population_en_pourcentage,17.2
1150,2017,LOT ET GARONNE,3.5,taux_de_pauvrete_de_la_population_en_pourcentage,17.2
1151,2016,ISERE,-1.2,taux_de_pauvrete_de_la_population_en_pourcentage,11.5
1152,2017,ISERE,-1.2,taux_de_pauvrete_de_la_population_en_pourcentage,11.5
1153,2018,ISERE,-1.2,taux_de_pauvrete_de_la_population_en_pourcentage,11.5
1154,2016,LOIRE,2.2,taux_de_pauvrete_de_la_population_en_pourcentage,14.9
1155,2018,LOIRE,2.2,taux_de_pauvrete_de_la_population_en_pourcentage,14.9
1156,2017,LOIRE,2.2,taux_de_pauvrete_de_la_population_en_pourcentage,14.9
1157,2016,ALPES MARITIMES,-1.5,taux_de_pauvrete_de_la_population_en_pourcentage,15.7
1158,2018,ALPES MARITIMES,-1.5,taux_de_pauvrete_de_la_population_en_pourcentage,15.7
1159,2017,ALPES MARITIMES,-1.5,taux_de_pauvrete_de_la_population_en_pourcentage,15.7
1160,2016,MAYENNE,0.7,taux_de_pauvrete_de_la_population_en_pourcentage,11.7
1161,2018,MAYENNE,0.7,taux_de_pauvrete_de_la_population_en_pourcentage,11.7
1162,2017,MAYENNE,0.7,taux_de_pauvrete_de_la_population_en_pourcentage,11.7
1163,2016,CHARENTE,1.2,taux_de_pauvrete_de_la_population_en_pourcentage,14.9
1164,2018,CHARENTE,1.2,taux_de_pauvrete_de_la_population_en_pourcentage,14.9
1165,2017,CHARENTE,1.2,taux_de_pauvrete_de_la_population_en_pourcentage,14.9
1166,2016,HAUTE GARONNE,-4.1,taux_de_pauvrete_de_la_population_en_pourcentage,12.8
1167,2018,HAUTE GARONNE,-4.1,taux_de_pauvrete_de_la_population_en_pourcentage,12.8
1168,2017,HAUTE GARONNE,-4.1,taux_de_pauvrete_de_la_population_en_pourcentage,12.8
1169,2016,ARDECHE,1.7,taux_de_pauvrete_de_la_population_en_pourcentage,14.4
1170,2017,ARDECHE,1.7,taux_de_pauvrete_de_la_population_en_pourcentage,14.4
1171,2018,ARDECHE,1.7,taux_de_pauvrete_de_la_population_en_pourcentage,14.4
1172,2016,AISNE,0.6,taux_de_pauvrete_de_la_population_en_pourcentage,18.9
1173,2018,AISNE,0.6,taux_de_pauvrete_de_la_population_en_pourcentage,18.9
1174,2017,AISNE,0.6,taux_de_pauvrete_de_la_population_en_pourcentage,18.9
1175,2016,LOIR ET CHER,-0.4,taux_de_pauvrete_de_la_population_en_pourcentage,12.8
1176,2018,LOIR ET CHER,-0.4,taux_de_pauvrete_de_la_population_en_pourcentage,12.8
1177,2017,LOIR ET CHER,-0.4,taux_de_pauvrete_de_la_population_en_pourcentage,12.8
1178,2016,GIRONDE,-1,taux_de_pauvrete_de_la_population_en_pourcentage,12.7
1179,2018,GIRONDE,-1,taux_de_pauvrete_de_la_population_en_pourcentage,12.7
1180,2017,GIRONDE,-1,taux_de_pauvrete_de_la_population_en_pourcentage,12.7
1181,2016,VIENNE,0.4,taux_de_pauvrete_de_la_population_en_pourcentage,14.1
1182,2017,VIENNE,0.4,taux_de_pauvrete_de_la_population_en_pourcentage,14.1
1183,2018,VIENNE,0.4,taux_de_pauvrete_de_la_population_en_pourcentage,14.1
1184,2016,TARN ET GARONNE,0.3,taux_de_pauvrete_de_la_population_en_pourcentage,17.2
1185,2018,TARN ET GARONNE,0.3,taux_de_pauvrete_de_la_population_en_pourcentage,17.2
1186,2017,TARN ET GARONNE,0.3,taux_de_pauvrete_de_la_population_en_pourcentage,17.2
1187,2016,MAINE ET LOIRE,0.7,taux_de_pauvrete_de_la_population_en_pourcentage,11.7
1188,2018,MAINE ET LOIRE,0.7,taux_de_pauvrete_de_la_population_en_pourcentage,11.7
1189,2017,MAINE ET LOIRE,0.7,taux_de_pauvrete_de_la_population_en_pourcentage,11.7
1190,2016,AVEYRON,-3.2,taux_de_pauvrete_de_la_population_en_pourcentage,13.7
1191,2018,AVEYRON,-3.2,taux_de_pauvrete_de_la_population_en_pourcentage,13.7
1192,2017,AVEYRON,-3.2,taux_de_pauvrete_de_la_population_en_pourcentage,13.7
1193,2016,CREUSE,4.7,taux_de_pauvrete_de_la_population_en_pourcentage,18.4
1194,2018,CREUSE,4.7,taux_de_pauvrete_de_la_population_en_pourcentage,18.4
1195,2017,CREUSE,4.7,taux_de_pauvrete_de_la_population_en_pourcentage,18.4
1196,2016,TARN,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1197,2018,TARN,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1198,2017,TARN,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1199,2016,SEINE MARITIME,1,taux_de_pauvrete_de_la_population_en_pourcentage,14.7
1200,2018,SEINE MARITIME,1,taux_de_pauvrete_de_la_population_en_pourcentage,14.7
1201,2017,SEINE MARITIME,1,taux_de_pauvrete_de_la_population_en_pourcentage,14.7
1202,2016,GARD,2.9,taux_de_pauvrete_de_la_population_en_pourcentage,19.8
1203,2018,GARD,2.9,taux_de_pauvrete_de_la_population_en_pourcentage,19.8
1204,2017,GARD,2.9,taux_de_pauvrete_de_la_population_en_pourcentage,19.8
1205,2016,MANCHE,-1.2,taux_de_pauvrete_de_la_population_en_pourcentage,12.5
1206,2018,MANCHE,-1.2,taux_de_pauvrete_de_la_population_en_pourcentage,12.5
1207,2017,MANCHE,-1.2,taux_de_pauvrete_de_la_population_en_pourcentage,12.5
1208,2016,BAS RHIN,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,13.1
1209,2018,BAS RHIN,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,13.1
1210,2017,BAS RHIN,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,13.1
1211,2016,SEINE ET MARNE,-4.1,taux_de_pauvrete_de_la_population_en_pourcentage,11.6
1212,2018,SEINE ET MARNE,-4.1,taux_de_pauvrete_de_la_population_en_pourcentage,11.6
1213,2017,SEINE ET MARNE,-4.1,taux_de_pauvrete_de_la_population_en_pourcentage,11.6
1214,2016,HAUTE LOIRE,-0.4,taux_de_pauvrete_de_la_population_en_pourcentage,12.3
1215,2018,HAUTE LOIRE,-0.4,taux_de_pauvrete_de_la_population_en_pourcentage,12.3
1216,2017,HAUTE LOIRE,-0.4,taux_de_pauvrete_de_la_population_en_pourcentage,12.3
1217,2016,MEUSE,1,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1218,2017,MEUSE,1,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1219,2018,MEUSE,1,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1220,2016,SOMME,-1.2,taux_de_pauvrete_de_la_population_en_pourcentage,17.1
1221,2018,SOMME,-1.2,taux_de_pauvrete_de_la_population_en_pourcentage,17.1
1222,2017,SOMME,-1.2,taux_de_pauvrete_de_la_population_en_pourcentage,17.1
1223,2016,ALPES DE HAUTE PROVENCE,-0.8,taux_de_pauvrete_de_la_population_en_pourcentage,16.4
1224,2018,ALPES DE HAUTE PROVENCE,-0.8,taux_de_pauvrete_de_la_population_en_pourcentage,16.4
1225,2017,ALPES DE HAUTE PROVENCE,-0.8,taux_de_pauvrete_de_la_population_en_pourcentage,16.4
1226,2016,CHER,1.7,taux_de_pauvrete_de_la_population_en_pourcentage,14.9
1227,2018,CHER,1.7,taux_de_pauvrete_de_la_population_en_pourcentage,14.9
1228,2017,CHER,1.7,taux_de_pauvrete_de_la_population_en_pourcentage,14.9
1229,2016,MORBIHAN,0.2,taux_de_pauvrete_de_la_population_en_pourcentage,11.3
1230,2018,MORBIHAN,0.2,taux_de_pauvrete_de_la_population_en_pourcentage,11.3
1231,2017,MORBIHAN,0.2,taux_de_pauvrete_de_la_population_en_pourcentage,11.3
1232,2016,PUY DE DOME,0.2,taux_de_pauvrete_de_la_population_en_pourcentage,12.9
1233,2017,PUY DE DOME,0.2,taux_de_pauvrete_de_la_population_en_pourcentage,12.9
1234,2018,PUY DE DOME,0.2,taux_de_pauvrete_de_la_population_en_pourcentage,12.9
1235,2016,HAUTE SAONE,0.9,taux_de_pauvrete_de_la_population_en_pourcentage,14
1236,2018,HAUTE SAONE,0.9,taux_de_pauvrete_de_la_population_en_pourcentage,14
1237,2017,HAUTE SAONE,0.9,taux_de_pauvrete_de_la_population_en_pourcentage,14
1238,2016,PAS DE CALAIS,1.5,taux_de_pauvrete_de_la_population_en_pourcentage,19.8
1239,2018,PAS DE CALAIS,1.5,taux_de_pauvrete_de_la_population_en_pourcentage,19.8
1240,2017,PAS DE CALAIS,1.5,taux_de_pauvrete_de_la_population_en_pourcentage,19.8
1241,2016,AIN,-2,taux_de_pauvrete_de_la_population_en_pourcentage,10.7
1242,2018,AIN,-2,taux_de_pauvrete_de_la_population_en_pourcentage,10.7
1243,2017,AIN,-2,taux_de_pauvrete_de_la_population_en_pourcentage,10.7
1244,2016,CALVADOS,-1.1,taux_de_pauvrete_de_la_population_en_pourcentage,12.6
1245,2018,CALVADOS,-1.1,taux_de_pauvrete_de_la_population_en_pourcentage,12.6
1246,2017,CALVADOS,-1.1,taux_de_pauvrete_de_la_population_en_pourcentage,12.6
1247,2016,CORREZE,-0.5,taux_de_pauvrete_de_la_population_en_pourcentage,13.2
1248,2018,CORREZE,-0.5,taux_de_pauvrete_de_la_population_en_pourcentage,13.2
1249,2017,CORREZE,-0.5,taux_de_pauvrete_de_la_population_en_pourcentage,13.2
1250,2016,ARDENNES,4.9,taux_de_pauvrete_de_la_population_en_pourcentage,19.4
1251,2018,ARDENNES,4.9,taux_de_pauvrete_de_la_population_en_pourcentage,19.4
1252,2017,ARDENNES,4.9,taux_de_pauvrete_de_la_population_en_pourcentage,19.4
1253,2016,NORD,0.9,taux_de_pauvrete_de_la_population_en_pourcentage,19.2
1254,2017,NORD,0.9,taux_de_pauvrete_de_la_population_en_pourcentage,19.2
1255,2018,NORD,0.9,taux_de_pauvrete_de_la_population_en_pourcentage,19.2
1256,2016,TERRITOIRE DE BELFORT,1.5,taux_de_pauvrete_de_la_population_en_pourcentage,14.6
1257,2017,TERRITOIRE DE BELFORT,1.5,taux_de_pauvrete_de_la_population_en_pourcentage,14.6
1258,2018,TERRITOIRE DE BELFORT,1.5,taux_de_pauvrete_de_la_population_en_pourcentage,14.6
1259,2016,LOIRE ATLANTIQUE,-0.8,taux_de_pauvrete_de_la_population_en_pourcentage,10.2
1260,2018,LOIRE ATLANTIQUE,-0.8,taux_de_pauvrete_de_la_population_en_pourcentage,10.2
1261,2017,LOIRE ATLANTIQUE,-0.8,taux_de_pauvrete_de_la_population_en_pourcentage,10.2
1262,2016,YONNE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,14.7
1263,2017,YONNE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,14.7
1264,2018,YONNE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,14.7
1265,2016,RHONE,1.2,taux_de_pauvrete_de_la_population_en_pourcentage,13.9
1266,2018,RHONE,1.2,taux_de_pauvrete_de_la_population_en_pourcentage,13.9
1267,2017,RHONE,1.2,taux_de_pauvrete_de_la_population_en_pourcentage,13.9
1268,2016,ILLE ET VILAINE,-0.5,taux_de_pauvrete_de_la_population_en_pourcentage,10.6
1269,2018,ILLE ET VILAINE,-0.5,taux_de_pauvrete_de_la_population_en_pourcentage,10.6
1270,2017,ILLE ET VILAINE,-0.5,taux_de_pauvrete_de_la_population_en_pourcentage,10.6
1271,2016,LANDES,-1.8,taux_de_pauvrete_de_la_population_en_pourcentage,11.9
1272,2018,LANDES,-1.8,taux_de_pauvrete_de_la_population_en_pourcentage,11.9
1273,2017,LANDES,-1.8,taux_de_pauvrete_de_la_population_en_pourcentage,11.9
1274,2016,FINISTERE,-0.3,taux_de_pauvrete_de_la_population_en_pourcentage,10.8
1275,2018,FINISTERE,-0.3,taux_de_pauvrete_de_la_population_en_pourcentage,10.8
1276,2017,FINISTERE,-0.3,taux_de_pauvrete_de_la_population_en_pourcentage,10.8
1277,2016,HAUTE SAVOIE,-3.5,taux_de_pauvrete_de_la_population_en_pourcentage,9.2
1278,2018,HAUTE SAVOIE,-3.5,taux_de_pauvrete_de_la_population_en_pourcentage,9.2
1279,2017,HAUTE SAVOIE,-3.5,taux_de_pauvrete_de_la_population_en_pourcentage,9.2
1280,2016,VAL D OISE,1.1,taux_de_pauvrete_de_la_population_en_pourcentage,16.8
1281,2018,VAL D OISE,1.1,taux_de_pauvrete_de_la_population_en_pourcentage,16.8
1282,2017,VAL D OISE,1.1,taux_de_pauvrete_de_la_population_en_pourcentage,16.8
1283,2016,DORDOGNE,2.8,taux_de_pauvrete_de_la_population_en_pourcentage,16.5
1284,2018,DORDOGNE,2.8,taux_de_pauvrete_de_la_population_en_pourcentage,16.5
1285,2017,DORDOGNE,2.8,taux_de_pauvrete_de_la_population_en_pourcentage,16.5
1286,2016,AUBE,1.7,taux_de_pauvrete_de_la_population_en_pourcentage,16.2
1287,2017,AUBE,1.7,taux_de_pauvrete_de_la_population_en_pourcentage,16.2
1288,2018,AUBE,1.7,taux_de_pauvrete_de_la_population_en_pourcentage,16.2
1289,2016,ESSONNE,-2.8,taux_de_pauvrete_de_la_population_en_pourcentage,12.9
1290,2018,ESSONNE,-2.8,taux_de_pauvrete_de_la_population_en_pourcentage,12.9
1291,2017,ESSONNE,-2.8,taux_de_pauvrete_de_la_population_en_pourcentage,12.9
1292,2016,COTE D OR,-1.5,taux_de_pauvrete_de_la_population_en_pourcentage,11.6
1293,2017,COTE D OR,-1.5,taux_de_pauvrete_de_la_population_en_pourcentage,11.6
1294,2018,COTE D OR,-1.5,taux_de_pauvrete_de_la_population_en_pourcentage,11.6
1295,2016,MARNE,-0.1,taux_de_pauvrete_de_la_population_en_pourcentage,14.4
1296,2018,MARNE,-0.1,taux_de_pauvrete_de_la_population_en_pourcentage,14.4
1297,2017,MARNE,-0.1,taux_de_pauvrete_de_la_population_en_pourcentage,14.4
1298,2016,MEURTHE ET MOSELLE,0,taux_de_pauvrete_de_la_population_en_pourcentage,14.5
1299,2017,MEURTHE ET MOSELLE,0,taux_de_pauvrete_de_la_population_en_pourcentage,14.5
1300,2018,MEURTHE ET MOSELLE,0,taux_de_pauvrete_de_la_population_en_pourcentage,14.5
1301,2016,JURA,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,11.7
1302,2018,JURA,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,11.7
1303,2017,JURA,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,11.7
1304,2016,COTES D ARMOR,1,taux_de_pauvrete_de_la_population_en_pourcentage,12.1
1305,2018,COTES D ARMOR,1,taux_de_pauvrete_de_la_population_en_pourcentage,12.1
1306,2017,COTES D ARMOR,1,taux_de_pauvrete_de_la_population_en_pourcentage,12.1
1307,2016,HAUTES PYRENEES,-1.9,taux_de_pauvrete_de_la_population_en_pourcentage,15
1308,2018,HAUTES PYRENEES,-1.9,taux_de_pauvrete_de_la_population_en_pourcentage,15
1309,2017,HAUTES PYRENEES,-1.9,taux_de_pauvrete_de_la_population_en_pourcentage,15
1310,2016,HERAULT,2.3,taux_de_pauvrete_de_la_population_en_pourcentage,19.2
1311,2018,HERAULT,2.3,taux_de_pauvrete_de_la_population_en_pourcentage,19.2
1312,2017,HERAULT,2.3,taux_de_pauvrete_de_la_population_en_pourcentage,19.2
1313,2016,SAONE ET LOIRE,-0.1,taux_de_pauvrete_de_la_population_en_pourcentage,13
1314,2018,SAONE ET LOIRE,-0.1,taux_de_pauvrete_de_la_population_en_pourcentage,13
1315,2017,SAONE ET LOIRE,-0.1,taux_de_pauvrete_de_la_population_en_pourcentage,13
1316,2016,PYRENEES ATLANTIQUES,-1.6,taux_de_pauvrete_de_la_population_en_pourcentage,12.1
1317,2018,PYRENEES ATLANTIQUES,-1.6,taux_de_pauvrete_de_la_population_en_pourcentage,12.1
1318,2017,PYRENEES ATLANTIQUES,-1.6,taux_de_pauvrete_de_la_population_en_pourcentage,12.1
1319,2016,CHARENTE MARITIME,-0.3,taux_de_pauvrete_de_la_population_en_pourcentage,13.4
1320,2017,CHARENTE MARITIME,-0.3,taux_de_pauvrete_de_la_population_en_pourcentage,13.4
1321,2018,CHARENTE MARITIME,-0.3,taux_de_pauvrete_de_la_population_en_pourcentage,13.4
1322,2016,ORNE,2.3,taux_de_pauvrete_de_la_population_en_pourcentage,16
1323,2018,ORNE,2.3,taux_de_pauvrete_de_la_population_en_pourcentage,16
1324,2017,ORNE,2.3,taux_de_pauvrete_de_la_population_en_pourcentage,16
1325,2016,SAVOIE,-2.6,taux_de_pauvrete_de_la_population_en_pourcentage,10.1
1326,2018,SAVOIE,-2.6,taux_de_pauvrete_de_la_population_en_pourcentage,10.1
1327,2017,SAVOIE,-2.6,taux_de_pauvrete_de_la_population_en_pourcentage,10.1
1328,2016,DEUX SEVRES,-1.3,taux_de_pauvrete_de_la_population_en_pourcentage,12.4
1329,2018,DEUX SEVRES,-1.3,taux_de_pauvrete_de_la_population_en_pourcentage,12.4
1330,2017,DEUX SEVRES,-1.3,taux_de_pauvrete_de_la_population_en_pourcentage,12.4
1331,2016,AUDE,4.2,taux_de_pauvrete_de_la_population_en_pourcentage,21.1
1332,2017,AUDE,4.2,taux_de_pauvrete_de_la_population_en_pourcentage,21.1
1333,2018,AUDE,4.2,taux_de_pauvrete_de_la_population_en_pourcentage,21.1
1334,2016,DROME,2.5,taux_de_pauvrete_de_la_population_en_pourcentage,15.2
1335,2017,DROME,2.5,taux_de_pauvrete_de_la_population_en_pourcentage,15.2
1336,2018,DROME,2.5,taux_de_pauvrete_de_la_population_en_pourcentage,15.2
1337,2016,EURE,-0.7,taux_de_pauvrete_de_la_population_en_pourcentage,13
1338,2018,EURE,-0.7,taux_de_pauvrete_de_la_population_en_pourcentage,13
1339,2017,EURE,-0.7,taux_de_pauvrete_de_la_population_en_pourcentage,13
1340,2016,HAUT RHIN,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,13.1
1341,2018,HAUT RHIN,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,13.1
1342,2017,HAUT RHIN,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,13.1
1343,2016,LOIRET,0,taux_de_pauvrete_de_la_population_en_pourcentage,13.2
1344,2017,LOIRET,0,taux_de_pauvrete_de_la_population_en_pourcentage,13.2
1345,2018,LOIRET,0,taux_de_pauvrete_de_la_population_en_pourcentage,13.2
1346,2016,VAUCLUSE,2.5,taux_de_pauvrete_de_la_population_en_pourcentage,19.7
1347,2018,VAUCLUSE,2.5,taux_de_pauvrete_de_la_population_en_pourcentage,19.7
1348,2017,VAUCLUSE,2.5,taux_de_pauvrete_de_la_population_en_pourcentage,19.7
1349,2016,INDRE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,14.8
1350,2017,INDRE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,14.8
1351,2018,INDRE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,14.8
1352,2016,VOSGES,1.2,taux_de_pauvrete_de_la_population_en_pourcentage,15.7
1353,2018,VOSGES,1.2,taux_de_pauvrete_de_la_population_en_pourcentage,15.7
1354,2017,VOSGES,1.2,taux_de_pauvrete_de_la_population_en_pourcentage,15.7
1355,2016,INDRE ET LOIRE,-0.4,taux_de_pauvrete_de_la_population_en_pourcentage,12.8
1356,2018,INDRE ET LOIRE,-0.4,taux_de_pauvrete_de_la_population_en_pourcentage,12.8
1357,2017,INDRE ET LOIRE,-0.4,taux_de_pauvrete_de_la_population_en_pourcentage,12.8
1358,2016,SARTHE,2.4,taux_de_pauvrete_de_la_population_en_pourcentage,13.4
1359,2018,SARTHE,2.4,taux_de_pauvrete_de_la_population_en_pourcentage,13.4
1360,2017,SARTHE,2.4,taux_de_pauvrete_de_la_population_en_pourcentage,13.4
1361,2016,ALLIER,2.8,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1362,2018,ALLIER,2.8,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1363,2017,ALLIER,2.8,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1364,2016,VENDEE,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,9.6
1365,2017,VENDEE,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,9.6
1366,2018,VENDEE,-1.4,taux_de_pauvrete_de_la_population_en_pourcentage,9.6
1367,2016,DOUBS,-0.9,taux_de_pauvrete_de_la_population_en_pourcentage,12.2
1368,2017,DOUBS,-0.9,taux_de_pauvrete_de_la_population_en_pourcentage,12.2
1369,2018,DOUBS,-0.9,taux_de_pauvrete_de_la_population_en_pourcentage,12.2
1370,2016,HAUTE MARNE,1.1,taux_de_pauvrete_de_la_population_en_pourcentage,15.6
1371,2018,HAUTE MARNE,1.1,taux_de_pauvrete_de_la_population_en_pourcentage,15.6
1372,2017,HAUTE MARNE,1.1,taux_de_pauvrete_de_la_population_en_pourcentage,15.6
1373,2016,VAR,-1.7,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1374,2018,VAR,-1.7,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1375,2017,VAR,-1.7,taux_de_pauvrete_de_la_population_en_pourcentage,15.5
1376,2016,HAUTE VIENNE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,15.3
1377,2017,HAUTE VIENNE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,15.3
1378,2018,HAUTE VIENNE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,15.3
1379,2016,PYRENEES ORIENTALES,3.8,taux_de_pauvrete_de_la_population_en_pourcentage,20.7
1380,2018,PYRENEES ORIENTALES,3.8,taux_de_pauvrete_de_la_population_en_pourcentage,20.7
1381,2017,PYRENEES ORIENTALES,3.8,taux_de_pauvrete_de_la_population_en_pourcentage,20.7
1382,2016,VAL DE MARNE,1,taux_de_pauvrete_de_la_population_en_pourcentage,16.7
1383,2018,VAL DE MARNE,1,taux_de_pauvrete_de_la_population_en_pourcentage,16.7
1384,2017,VAL DE MARNE,1,taux_de_pauvrete_de_la_population_en_pourcentage,16.7
1385,2016,ARIEGE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,18.5
1386,2018,ARIEGE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,18.5
1387,2017,ARIEGE,1.6,taux_de_pauvrete_de_la_population_en_pourcentage,18.5
1388,2016,EURE ET LOIR,-1,taux_de_pauvrete_de_la_population_en_pourcentage,12.2
1389,2018,EURE ET LOIR,-1,taux_de_pauvrete_de_la_population_en_pourcentage,12.2
1390,2017,EURE ET LOIR,-1,taux_de_pauvrete_de_la_population_en_pourcentage,12.2
1391,2016,HAUTS DE SEINE,-3.5,taux_de_pauvrete_de_la_population_en_pourcentage,12.2
1392,2018,HAUTS DE SEINE,-3.5,taux_de_pauvrete_de_la_population_en_pourcentage,12.2
1393,2017,HAUTS DE SEINE,-3.5,taux_de_pauvrete_de_la_population_en_pourcentage,12.2
1394,2016,YVELINES,-6,taux_de_pauvrete_de_la_population_en_pourcentage,9.7
1395,2018,YVELINES,-6,taux_de_pauvrete_de_la_population_en_pourcentage,9.7
1396,2017,YVELINES,-6,taux_de_pauvrete_de_la_population_en_pourcentage,9.7
1397,2016,OISE,-5.2,taux_de_pauvrete_de_la_population_en_pourcentage,13.1
1398,2018,OISE,-5.2,taux_de_pauvrete_de_la_population_en_pourcentage,13.1
1399,2017,OISE,-5.2,taux_de_pauvrete_de_la_population_en_pourcentage,13.1
1400,2016,HAUTES ALPES,-2.9,taux_de_pauvrete_de_la_population_en_pourcentage,14.3
1401,2017,HAUTES ALPES,-2.9,taux_de_pauvrete_de_la_population_en_pourcentage,14.3
1402,2018,HAUTES ALPES,-2.9,taux_de_pauvrete_de_la_population_en_pourcentage,14.3
1403,2017,LOT,-2.2,taux_de_pauvrete_de_la_population_en_pourcentage,14.7
1404,2018,LOT,-2.2,taux_de_pauvrete_de_la_population_en_pourcentage,14.7
1405,2016,CANTAL,0.7,taux_de_pauvrete_de_la_population_en_pourcentage,13.4
1406,2018,CANTAL,0.7,taux_de_pauvrete_de_la_population_en_pourcentage,13.4
1407,2017,CANTAL,0.7,taux_de_pauvrete_de_la_population_en_pourcentage,13.4
1408,2016,LOZERE,-2.6,taux_de_pauvrete_de_la_population_en_pourcentage,14.3
1409,2017,LOZERE,-2.6,taux_de_pauvrete_de_la_population_en_pourcentage,14.3
1410,2018,LOZERE,-2.6,taux_de_pauvrete_de_la_population_en_pourcentage,14.3
1411,2016,BOUCHES DU RHONE,1.3,taux_de_pauvrete_de_la_population_en_pourcentage,18.5
1412,2018,BOUCHES DU RHONE,1.3,taux_de_pauvrete_de_la_population_en_pourcentage,18.5
1413,2017,BOUCHES DU RHONE,1.3,taux_de_pauvrete_de_la_population_en_pourcentage,18.5
1414,2016,NIEVRE,2.7,taux_de_pauvrete_de_la_population_en_pourcentage,15.8
1415,2018,NIEVRE,2.7,taux_de_pauvrete_de_la_population_en_pourcentage,15.8
1416,2017,NIEVRE,2.7,taux_de_pauvrete_de_la_population_en_pourcentage,15.8
1417,2016,PARIS,0.1,taux_de_pauvrete_de_la_population_en_pourcentage,15.8
1418,2018,PARIS,0.1,taux_de_pauvrete_de_la_population_en_pourcentage,15.8
1419,2017,PARIS,0.1,taux_de_pauvrete_de_la_population_en_pourcentage,15.8
1420,2016,MOSELLE,0.1,taux_de_pauvrete_de_la_population_en_pourcentage,14.6
1421,2017,MOSELLE,0.1,taux_de_pauvrete_de_la_population_en_pourcentage,14.6
1422,2018,MOSELLE,0.1,taux_de_pauvrete_de_la_population_en_pourcentage,14.6
1423,2016,LOT,-2.2,taux_de_pauvrete_de_la_population_en_pourcentage,14.7
1424,2016,CORSE DU SUD,-2.4,taux_de_pauvrete_de_la_population_en_pourcentage,17.2
1425,2018,CORSE DU SUD,-2.4,taux_de_pauvrete_de_la_population_en_pourcentage,17.2
1426,2016,SEINE SAINT DENIS,12.9,taux_de_pauvrete_de_la_population_en_pourcentage,28.6
1427,2018,SEINE SAINT DENIS,12.9,taux_de_pauvrete_de_la_population_en_pourcentage,28.6
1428,2017,SEINE SAINT DENIS,12.9,taux_de_pauvrete_de_la_population_en_pourcentage,28.6
1429,2016,HAUTE CORSE,2.1,taux_de_pauvrete_de_la_population_en_pourcentage,21.7
1430,2018,HAUTE CORSE,2.1,taux_de_pauvrete_de_la_population_en_pourcentage,21.7
1431,2016,GERS,-3.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.4
